Unnamed: 0.1,Unnamed: 0,restaurant_name,restaurant_type,rating,num_ratings,avg_cost_two_people,online_order,table_booking,cuisines_type,area,local_address,rating_category
5968,5968,Swaadpurna,Casual Dining,3.6,51,450.0,yes,no,"North Indian, South Indian, Chinese, Biryani",Indiranagar,Jeevan Bhima Nagar,Average Rated
5969,5969,Swad,Casual Dining,3.7,38,500.0,no,no,"North Indian, Chinese",Electronic City,Electronic City,Average Rated
5970,5970,Swad E Punjab,Casual Dining,3.4,6,600.0,no,no,North Indian,Brookefield,Whitefield,Average Rated
5971,5971,Swad 'E' Punjab,Casual Dining,3.6,49,500.0,yes,no,"North Indian, Chinese, Mughlai","Byresandra,Tavarekere,Madiwala",Hsr,Average Rated
5972,5972,Swad Plaza,Quick Bites,3.4,6,400.0,yes,no,"North Indian, Chinese",Bannerghatta Road,Btm,Average Rated
5973,5973,Swad Punjab Da,Quick Bites,3.7,41,150.0,yes,no,North Indian,Bannerghatta Road,Btm,Average Rated
5974,5974,Swad Punjabi Dhaba,Quick Bites,3.6,20,300.0,no,no,North Indian,Marathahalli,Thippasandra,Average Rated
5975,5975,Swad Rajasthani Bhojanalaya,Quick Bites,3.1,7,400.0,no,no,"North Indian, Fast Food",Whitefield,Whitefield,Average Rated
5976,5976,Swad Restaurant,Casual Dining,3.7,115,500.0,yes,no,"North Indian, Chinese, Seafood",Jayanagar,Btm,Average Rated
5977,5977,Swadd Kitchen,Casual Dining,3.4,4,500.0,yes,no,"North Indian, Fast Food",Banashankari,Basavanagudi,Average Rated
5978,5978,Swad-Deshi Restaurant,Quick Bites,3.5,13,300.0,yes,no,"South Indian, Chinese",Brookefield,Marathahalli,Average Rated
5979,5979,Swadesh Tadka,Casual Dining,3.5,179,600.0,yes,no,"North Indian, Chinese, Beverages",Banashankari,Banashankari,Average Rated
5980,5980,Swadh Biryani Tandoori Spot,Quick Bites,2.8,40,200.0,no,no,"Biryani, Fast Food",Malleshwaram,Malleshwaram,Average Rated
5981,5981,Swadisht Inn,Casual Dining,3.5,15,700.0,no,no,"Andhra, South Indian, Biryani, North Indian, Mangalorean",Malleshwaram,Rajajinagar,Average Rated
5982,5982,Swadisht North Indian Restaurant,Quick Bites,3.2,23,200.0,no,no,North Indian,Hsr,Hsr,Average Rated
5983,5983,Swadishta,Quick Bites,3.4,7,200.0,no,no,"South Indian, Chinese, North Indian",Whitefield,Whitefield,Average Rated
5984,5984,Swadist Pakhal Restaurant,Casual Dining,3.5,16,550.0,yes,no,"North Indian, Chinese, Bengali",Sarjapur Road,Sarjapur Road,Average Rated
5985,5985,Swadist Restaurant,Quick Bites,3.4,16,300.0,no,no,"Oriya, South Indian, Fast Food",Marathahalli,Marathahalli,Average Rated
5986,5986,Swadista Aahar,Quick Bites,4.1,775,300.0,yes,no,"South Indian, North Indian, Chinese, Street Food",Bannerghatta Road,Btm,Highly Rated
5987,5987,Swagatham Delux - Rayalaseema Spices,Casual Dining,3.4,24,600.0,yes,no,"Biryani, South Indian, Chinese",Kalyan Nagar,Nagawara,Average Rated
5988,5988,Swarga Ruchi,Quick Bites,3.3,10,200.0,yes,no,South Indian,Banashankari,Basavanagudi,Average Rated
5989,5989,Swasthaa,Casual Dining,2.8,40,600.0,no,no,"Continental, Desserts, Italian, Japanese, Mexican",Brigade Road,Sanjay Nagar,Average Rated
5990,5990,Swasthi Spice Restaurant,Casual Dining,3.4,589,600.0,yes,no,"Andhra, North Indian, Chinese, Biryani",Malleshwaram,Rajajinagar,Average Rated
5991,5991,Swathi,Casual Dining,3.8,591,700.0,yes,no,"Andhra, North Indian, Chinese",Malleshwaram,Rajajinagar,Average Rated
5992,5992,Swathi Delux,Casual Dining,3.2,11,450.0,no,no,"North Indian, Chinese, Andhra",Rajajinagar,Majestic,Average Rated
5993,5993,Swathi Deluxe,Casual Dining,3.9,218,750.0,yes,yes,"North Indian, Seafood, Chinese, Biryani",Bellandur,Marathahalli,Average Rated
5994,5994,Swathi Deluxe Restaurant,Casual Dining,2.9,75,500.0,yes,no,North Indian,Lavelle Road,Shanti Nagar,Average Rated
5995,5995,Swathi Greenland,"Casual Dining, Bar",3.7,174,800.0,yes,no,"Andhra, North Indian, Chinese",Rajajinagar,Vijay Nagar,Average Rated
5996,5996,Swathi Maharaja,Casual Dining,3.7,291,750.0,yes,yes,"Andhra, North Indian, Chinese, Biryani","Byresandra,Tavarekere,Madiwala",Koramangala 4Th Block,Average Rated
5997,5997,Swathi Restaurant,Casual Dining,3.8,34,600.0,no,no,"Chinese, North Indian, South Indian",Rajajinagar,Seshadripuram,Average Rated
5998,5998,Swathi Restaurant - The Vintage Inn,Casual Dining,3.8,36,900.0,yes,no,"Andhra, North Indian",Electronic City,Electronic City,Average Rated
5999,5999,Swathi Spice N Ice,Casual Dining,3.5,165,700.0,yes,no,"Andhra, North Indian, Chinese",Hsr,Hsr,Average Rated
6000,6000,Swathi Upahara,Quick Bites,3.5142532329117526,40,350.0,no,no,"Biryani, Kebab, Chinese",Basavanagudi,Basavanagudi,Average Rated
6001,6001,Swati Cafe,Cafe,2.9,8,500.0,no,no,"Cafe, Fast Food",Basavanagudi,Shanti Nagar,Average Rated
6002,6002,Sweet Alley,"Takeaway, Delivery",3.4,6,400.0,no,no,Desserts,Brookefield,Marathahalli,Average Rated
6003,6003,Sweet Chariot,Bakery,2.7,19,500.0,no,no,"Bakery, Fast Food",New Bel Road,New Bel Road,Average Rated
6004,6004,Sweet Chariot Cafe,Dessert Parlor,3.8,113,500.0,yes,no,"Continental, Fast Food, Beverages, Desserts",Brigade Road,Residency Road,Average Rated
6005,6005,Sweet Moments Express,"Sweet Shop, Quick Bites",3.7,18,200.0,yes,no,"Mithai, Street Food",Kalyan Nagar,Kammanahalli,Average Rated
6006,6006,Sweet N Swirl,Dessert Parlor,3.2,17,150.0,no,no,"Desserts, Ice Cream",Banashankari,Banashankari,Average Rated
6007,6007,Sweet Nothings Couture Cupcakes,"Takeaway, Delivery",3.4,6,250.0,no,no,"Desserts, Bakery",Whitefield,Whitefield,Average Rated
6008,6008,Sweet Revenge,"Bakery, Quick Bites",3.3,9,300.0,no,no,"Bakery, Fast Food",Electronic City,Electronic City,Average Rated
6009,6009,Sweet Revenge Bake N Cafe,Quick Bites,2.8,40,200.0,no,no,"Bakery, Fast Food, Cafe",Electronic City,Electronic City,Average Rated
6010,6010,Sweet Tooth - Do You Have One?,"Takeaway, Delivery",3.3,4,600.0,no,no,"Bakery, Desserts",Whitefield,Whitefield,Average Rated
6011,6011,Sweet Truth,Bakery,2.8,40,500.0,yes,no,"Bakery, Desserts",Basavanagudi,Basavanagudi,Average Rated
6012,6012,Swing,"Casual Dining, Bar",3.8,201,1000.0,no,yes,"North Indian, Chinese, Mangalorean",Indiranagar,Indiranagar,Average Rated
6013,6013,Swiss Bakery Cafe - Gokulam Grand Hotel & Spa,"Cafe, Bakery",3.3,6,400.0,no,no,"Cafe, Bakery",New Bel Road,New Bel Road,Average Rated
6014,6014,Symas,Quick Bites,3.7,34,200.0,yes,no,"Fast Food, Beverages",Malleshwaram,Rt Nagar,Average Rated
6015,6015,Szechuan Dragon,Casual Dining,4.2,1647,600.0,yes,no,"Chinese, Thai, Momos",Banashankari,Banashankari,Highly Rated
6016,6016,Szechwan Court - The Oberoi,Fine Dining,4.1,168,2500.0,no,no,Chinese,Brigade Road,Mg Road,Highly Rated
6017,6017,T Square,Quick Bites,3.2,4,150.0,yes,no,"Fast Food, Street Food",Bellandur,Sarjapur Road,Average Rated
6018,6018,T.A.K - That Affordable Kitchen,"Takeaway, Delivery",3.2,4,400.0,yes,no,"Continental, North Indian",Bellandur,Hsr,Average Rated
6019,6019,T3H Cafe,Cafe,3.9,93,300.0,no,no,"Cafe, Italian, American",Banashankari,Banashankari,Average Rated
6020,6020,T4U Cafe,Quick Bites,3.6,17,400.0,no,no,"Chinese, Fast Food, Beverages",Kalyan Nagar,Banaswadi,Average Rated
6021,6021,Ta'Aam,Casual Dining,4.1,402,750.0,yes,no,"North Indian, Mughlai, Arabian, Chinese",Brigade Road,Cunningham Road,Highly Rated
6022,6022,Taantraa - Organic Handbaking,Delivery,3.7,28,350.0,no,no,"Bakery, Desserts",Old Airport Road,Indiranagar,Average Rated
6023,6023,Taaza Mithai,Sweet Shop,3.8,47,100.0,yes,no,"Mithai, Street Food","Byresandra,Tavarekere,Madiwala",Jp Nagar,Average Rated
6024,6024,Taaza Thindi,Quick Bites,4.7,651,100.0,no,no,South Indian,Banashankari,Banashankari,Highly Rated
6025,6025,Tab - Take A Break,Cafe,4.1,521,550.0,no,no,"Cafe, Continental, Italian",Bannerghatta Road,Jp Nagar,Highly Rated
6026,6026,Taco Bell,Quick Bites,3.7,168,600.0,yes,no,"Mexican, American, Fast Food",Bannerghatta Road,Bannerghatta Road,Average Rated
6027,6027,Tadka Punjabi Restaurant,Quick Bites,3.3,9,300.0,yes,no,North Indian,Whitefield,Whitefield,Average Rated
6028,6028,Tadka Singh,Casual Dining,3.4,946,,no,no,North Indian,Indiranagar,Indiranagar,Average Rated
6029,6029,Tadkawala,"Takeaway, Delivery",3.4,71,200.0,yes,no,North Indian,Frazer Town,Vasanth Nagar,Average Rated
6030,6030,Taiki,Casual Dining,2.8,40,1000.0,yes,yes,"Asian, Japanese, Korean, Thai, Sushi",Indiranagar,Indiranagar,Average Rated
6031,6031,Taipan,Casual Dining,3.5,126,700.0,yes,no,"Chinese, Momos",Brigade Road,Frazer Town,Average Rated
6032,6032,Taishty,Quick Bites,3.7,66,200.0,yes,no,North Indian,Whitefield,Whitefield,Average Rated
6033,6033,Taiyvan'S,Casual Dining,3.7,101,500.0,yes,no,"Chinese, Thai, Seafood, Malaysian",Malleshwaram,Rt Nagar,Average Rated
6034,6034,Taj Darbar,Casual Dining,3.8,149,600.0,yes,no,"Biryani, Mughlai, Chinese","Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block,Average Rated
6035,6035,Taj Durbar,Quick Bites,3.8,83,400.0,no,no,"North Indian, Bbq","Byresandra,Tavarekere,Madiwala",Jayanagar,Average Rated
6036,6036,Taj Hotel,Casual Dining,3.7,110,550.0,yes,no,"North Indian, Chinese",Church Street,Shivajinagar,Average Rated
6037,6037,Taj Restaurant,Quick Bites,3.8,68,400.0,no,no,"North Indian, Biryani",Basavanagudi,City Market,Average Rated
6038,6038,Take 5,Lounge,3.5,10,1300.0,no,no,"Chinese, Continental, Steak",Indiranagar,Indiranagar,Average Rated
6039,6039,Take A Break,Casual Dining,3.4,7,600.0,no,no,North Indian,Basavanagudi,Shanti Nagar,Average Rated
6040,6040,Take Eat Easy,"Takeaway, Delivery",3.6,20,200.0,yes,no,North Indian,Bellandur,Sarjapur Road,Average Rated
6041,6041,Take It!,Delivery,3.1,39,450.0,yes,no,"Continental, Chinese, Fast Food",Brookefield,Marathahalli,Average Rated
6042,6042,Take Us Away,Delivery,3.5142532329117526,40,,no,no,Continental,Koramangala 6Th Block,Koramangala 5Th Block,Average Rated
6043,6043,Talk Ease,Cafe,3.1,10,200.0,no,no,Cafe,Brigade Road,City Market,Average Rated
6044,6044,Talk Over Table,Cafe,4.0,282,500.0,no,no,Cafe,Indiranagar,Jeevan Bhima Nagar,Highly Rated
6045,6045,Talk Over Table Cafe,Cafe,3.7,85,500.0,no,no,"Cafe, Italian, Beverages",Hsr,Hsr,Average Rated
6046,6046,Talk To The Hand,Bar,3.3,4,900.0,no,no,"Chinese, North Indian",Lavelle Road,Majestic,Average Rated
6047,6047,Tall Blonde French,Quick Bites,3.6,82,400.0,yes,no,Fast Food,Marathahalli,Brookefield,Average Rated
6048,6048,Tamarind,Casual Dining,2.7,227,750.0,yes,no,"Chinese, North Indian, Continental",Kalyan Nagar,Rammurthy Nagar,Average Rated
6049,6049,Tamarind - Tamarind Hospitality,Casual Dining,3.9,611,750.0,yes,no,"Chinese, Continental, North Indian",Kalyan Nagar,Banaswadi,Average Rated
6050,6050,Tandoor,Fine Dining,3.9,1360,2100.0,yes,yes,North Indian,Indiranagar,Mg Road,Average Rated
6051,6051,Tandoor And Spice,Casual Dining,4.0,180,550.0,yes,no,"North Indian, Chinese, Biryani, Hyderabadi",Bannerghatta Road,Jp Nagar,Highly Rated
6052,6052,Tandoor Bhatti,Quick Bites,2.8,40,300.0,yes,no,"North Indian, Fast Food",Kalyan Nagar,Rammurthy Nagar,Average Rated
6053,6053,Tandoor Box,Casual Dining,3.5,69,850.0,yes,no,"Mughlai, North Indian, Biryani",Brookefield,Brookefield,Average Rated
6054,6054,Tandoor Chai House,Quick Bites,2.8,40,200.0,yes,no,"Street Food, Sandwich, Rolls, Beverages",Bannerghatta Road,Jp Nagar,Average Rated
6055,6055,Tandoor Da Funda,Quick Bites,3.6,15,350.0,no,no,North Indian,Brigade Road,Mg Road,Average Rated
6056,6056,Tandoor Garden,Quick Bites,3.6,70,350.0,yes,no,"North Indian, Chinese, Kebab",Bannerghatta Road,Btm,Average Rated
6057,6057,Tandoor Hub & Golmaal Paratha,Quick Bites,3.2,4,450.0,no,no,North Indian,"Byresandra,Tavarekere,Madiwala",Btm,Average Rated
6058,6058,Tandoor Hut,Casual Dining,2.2,90,750.0,no,no,"North Indian, Chinese",Bannerghatta Road,Bannerghatta Road,Average Rated
6059,6059,Tandoor Merchant,"Takeaway, Delivery",3.4,22,500.0,yes,no,"North Indian, Chinese, Fast Food","Byresandra,Tavarekere,Madiwala",Btm,Average Rated
6060,6060,Tandoor Nation,Quick Bites,3.0,39,400.0,yes,no,"North Indian, Chinese",Bannerghatta Road,Btm,Average Rated
6061,6061,Tandoor-De-Naal,"Takeaway, Delivery",3.8,35,200.0,no,no,Fast Food,"Byresandra,Tavarekere,Madiwala",Btm,Average Rated
6062,6062,Tandoori Bytes,Casual Dining,3.6,59,700.0,yes,no,North Indian,Banashankari,Kumaraswamy Layout,Average Rated
6063,6063,Tandoori Chowk,Quick Bites,3.5,98,400.0,yes,no,"North Indian, Chinese",Marathahalli,Marathahalli,Average Rated
6064,6064,Tandoori Club,Casual Dining,2.8,40,750.0,yes,no,"North Indian, Chinese, Continental",Bellandur,Hsr,Average Rated
6065,6065,Tandoori Delight,Quick Bites,3.0,46,300.0,yes,no,"North Indian, Chinese",New Bel Road,New Bel Road,Average Rated
6066,6066,Tandoori Junction,Quick Bites,3.9,81,400.0,yes,no,"North Indian, Chinese, Biryani",Brookefield,Marathahalli,Average Rated
6067,6067,Tandoori Knight,Quick Bites,3.0,290,450.0,yes,no,"North Indian, Chinese, Biryani, Kebab",Banashankari,Banashankari,Average Rated
6068,6068,Tandoori Paradise,Delivery,3.5,8,600.0,yes,no,"North Indian, Chinese",Bannerghatta Road,Btm,Average Rated
6069,6069,Tandoori Spot,Quick Bites,3.5,13,500.0,no,no,"North Indian, Chinese",Bannerghatta Road,Jp Nagar,Average Rated
6070,6070,Tandoori Taal,Casual Dining,4.3,1788,900.0,yes,yes,"Biryani, North Indian",Indiranagar,Indiranagar,Highly Rated
6071,6071,Tandoorinn,Quick Bites,3.2,5,300.0,no,no,"Biryani, Mughlai, Chinese",Indiranagar,Old Madras Road,Average Rated
6072,6072,Tandooriwala,"Food Court, Quick Bites",2.7,24,700.0,yes,no,"North Indian, Mughlai",Brookefield,Whitefield,Average Rated
6073,6073,Tandurust,"Takeaway, Delivery",3.6,27,300.0,no,no,"North Indian, South Indian",Bellandur,Bellandur,Average Rated
6074,6074,Tang Of Jamaica,Casual Dining,3.4,28,900.0,no,no,"American, Mexican, Bbq",Kalyan Nagar,Kalyan Nagar,Average Rated
6075,6075,Tangerine - Davanam Sarovar Portico Suites,Casual Dining,4.0,40,1100.0,yes,yes,"Continental, Italian, North Indian, Asian, Bakery, Chinese, European, Japanese","Byresandra,Tavarekere,Madiwala",Koramangala 2Nd Block,Highly Rated
6076,6076,Tango,Quick Bites,3.8,51,200.0,no,no,Fast Food,Rajajinagar,Basaveshwara Nagar,Average Rated
6077,6077,Tango Bango,"Takeaway, Delivery",3.5,124,500.0,yes,no,"Burger, American, Beverages, Desserts, Italian, Salad, Ice Cream, Finger Food",Indiranagar,Jeevan Bhima Nagar,Average Rated
6078,6078,Tango Sandwich King,Quick Bites,3.5,9,200.0,yes,no,"Fast Food, Sandwich",Rajajinagar,Basaveshwara Nagar,Average Rated
6079,6079,Tangra Indo - Chinese Cuisine,Food Court,3.5,29,400.0,yes,no,"Chinese, Thai",Jayanagar,Jayanagar,Average Rated
6080,6080,Tangylicious,"Takeaway, Delivery",2.6,16,400.0,yes,no,Fast Food,"Byresandra,Tavarekere,Madiwala",Btm,Average Rated
6081,6081,Tanna'S Kitchen,Quick Bites,3.1,7,250.0,yes,no,"Italian, Chinese, Street Food",Banashankari,Kumaraswamy Layout,Average Rated
6082,6082,Tanoor Tandoori,Delivery,2.8,40,550.0,yes,no,"North Indian, Mughlai, Chinese, Kebab, Biryani",Bellandur,Bellandur,Average Rated
6083,6083,Tanuja Home Food,Delivery,3.1,18,300.0,yes,no,North Indian,Brookefield,Whitefield,Average Rated
6084,6084,Tap House Resto Bar,"Casual Dining, Bar",3.4,183,900.0,yes,yes,"Chinese, North Indian, Thai",Electronic City,Electronic City,Average Rated
6085,6085,Tapout Tavern,"Casual Dining, Pub",4.1,322,1200.0,yes,yes,"American, Asian, Continental, North Indian, South Indian, Chinese",Bellandur,Sarjapur Road,Highly Rated
6086,6086,Tapri By The Corner,Quick Bites,4.1,205,250.0,yes,no,Fast Food,"Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block,Highly Rated
6087,6087,Tarama Bengali Food,Quick Bites,3.2,4,200.0,no,no,Bengali,Whitefield,Whitefield,Average Rated
6088,6088,Tarbouche,Kiosk,2.8,40,300.0,yes,no,"Turkish, Rolls",Basavanagudi,Jayanagar,Average Rated
6089,6089,Targaryen'S Kitchen,Casual Dining,3.6,25,550.0,no,no,"North Indian, Bengali, Chinese",Jayanagar,Jp Nagar,Average Rated
6090,6090,Tarlette,Bakery,2.8,40,560.0,no,no,"Bakery, Fast Food",Hsr,Hsr,Average Rated
6091,6091,Taruni Andhra Mess,Mess,3.6,23,200.0,no,no,Andhra,"Byresandra,Tavarekere,Madiwala",Koramangala 5Th Block,Average Rated
6092,6092,Taste Of Assam,Quick Bites,3.2,23,400.0,yes,no,"Assamese, North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Koramangala 4Th Block,Average Rated
6093,6093,Taste Of Bihar,"Takeaway, Delivery",3.7,29,300.0,yes,no,Bihari,Kammanahalli,Rammurthy Nagar,Average Rated
6094,6094,Taste Of India,Quick Bites,3.1,5,400.0,no,no,"North Indian, Rolls",Bellandur,Bellandur,Average Rated
6095,6095,Taste Of India Family Restaurant,Quick Bites,3.2,232,400.0,yes,no,"North Indian, South Indian",Whitefield,Whitefield,Average Rated
6096,6096,Taste Of Kerala,Casual Dining,2.2,48,600.0,no,no,"Kerala, Seafood",Brigade Road,Residency Road,Average Rated
6097,6097,Taste Of Kolkata,Quick Bites,3.1,59,400.0,yes,no,"Bengali, Chinese, Rolls",Bannerghatta Road,Btm,Average Rated
6098,6098,Taste Of Malabar,Quick Bites,3.6,23,350.0,yes,no,"South Indian, Kerala, Chinese","Byresandra,Tavarekere,Madiwala",Btm,Average Rated
6099,6099,Taste Of Nawaabs,Casual Dining,3.5,324,600.0,yes,no,"North Indian, Mughlai",Kalyan Nagar,Banaswadi,Average Rated
6100,6100,Taste Of Nawaab'S,Casual Dining,3.6,22,600.0,no,no,"North Indian, Chinese",Indiranagar,Domlur,Average Rated
6101,6101,Taste Of Nepal,Quick Bites,3.4,27,300.0,yes,no,Chinese,Residency Road,Koramangala 8Th Block,Average Rated
6102,6102,Taste Of Tibet,Quick Bites,4.0,336,300.0,no,no,"Tibetan, Chinese, Momos",Brigade Road,Brigade Road,Highly Rated
6103,6103,Tastebuds,"Bakery, Quick Bites",3.7,23,300.0,yes,no,"Bakery, Fast Food",Bellandur,Sarjapur Road,Average Rated
6104,6104,Tastie'S,"Quick Bites, Beverage Shop",3.2,10,150.0,no,no,"Fast Food, Beverages, Ice Cream",Malleshwaram,Basaveshwara Nagar,Average Rated
6105,6105,Tasting Room - Bengaluru Oota Company,Casual Dining,4.0,58,2000.0,no,no,"Mangalorean, South Indian",Brigade Road,Ulsoor,Highly Rated
6106,6106,Tastte!!,Quick Bites,3.7,21,450.0,yes,no,"Biryani, North Indian, Chinese",Bannerghatta Road,Bannerghatta Road,Average Rated
6107,6107,Tasty Bites,Quick Bites,3.7,21,150.0,no,no,"Fast Food, Pizza",Banashankari,Banashankari,Average Rated
6108,6108,Tasty Box,Quick Bites,2.9,6,250.0,yes,no,"North Indian, South Indian, Arabian, Mughlai, Chinese, Biryani",Malleshwaram,Yeshwantpur,Average Rated
6109,6109,Tasty Bytes,Quick Bites,3.1,245,300.0,yes,no,"North Indian, Chinese, Momos, Rolls",Banashankari,Kumaraswamy Layout,Average Rated
6110,6110,Tasty Corner,Quick Bites,3.6,13,200.0,no,no,South Indian,New Bel Road,New Bel Road,Average Rated
6111,6111,Tasty Fast Food,Quick Bites,3.2,4,250.0,no,no,"North Indian, Chinese",New Bel Road,New Bel Road,Average Rated
6112,6112,Tasty Food,Quick Bites,2.8,40,300.0,yes,no,"North Indian, Chinese",Brookefield,Whitefield,Average Rated
6113,6113,Tasty Funda,Quick Bites,3.3,4,200.0,no,no,"North Indian, Chinese",Electronic City,Electronic City,Average Rated
6114,6114,Tasty Homely Food,"Takeaway, Delivery",2.8,40,350.0,yes,no,"North Indian, Chinese, Fast Food, Street Food, Mithai",Brookefield,"Itpl Main Road, Whitefield",Average Rated
6115,6115,Tasty Jigarthanda,Beverage Shop,3.4,10,150.0,yes,no,"Beverages, Ice Cream",Bannerghatta Road,Btm,Average Rated
6116,6116,Tasty Khaana Khazana,Quick Bites,3.3,6,300.0,yes,no,North Indian,"Byresandra,Tavarekere,Madiwala",Bommanahalli,Average Rated
6117,6117,Tasty King,Quick Bites,3.4,8,400.0,no,no,"South Indian, North Indian, Chinese",Lavelle Road,Rt Nagar,Average Rated
6118,6118,Tasty Kitchens,Quick Bites,2.8,40,500.0,yes,no,Pizza,Koramangala 4Th Block,Koramangala 6Th Block,Average Rated
6119,6119,Tasty Magic,Casual Dining,2.7,73,600.0,yes,no,"Chinese, North Indian","Byresandra,Tavarekere,Madiwala",Btm,Average Rated
6120,6120,Tasty Munch,Quick Bites,3.6,60,200.0,yes,no,"Fast Food, Street Food, Momos",Malleshwaram,Rajajinagar,Average Rated
6121,6121,Tasty Noodle,Quick Bites,3.4,5,400.0,yes,no,"Chinese, Seafood","Byresandra,Tavarekere,Madiwala",Hsr,Average Rated
6122,6122,Tasty Paradise,Casual Dining,3.7,98,550.0,yes,no,"North Indian, Mughlai, Chinese, Beverages",Lavelle Road,Malleshwaram,Average Rated
6123,6123,Tasty Point,Delivery,3.3,9,300.0,yes,no,"Burger, Sandwich, Finger Food",Bannerghatta Road,Bannerghatta Road,Average Rated
6124,6124,Tasty Restaurant,Quick Bites,2.8,40,300.0,no,no,"Kerala, South Indian, Chinese",Bannerghatta Road,Jp Nagar,Average Rated
6125,6125,Tasty Treat,Quick Bites,3.1,131,400.0,yes,no,"North Indian, Chinese, Biryani, Rolls",Hsr,Hsr,Average Rated
6126,6126,Tasty Yum,Quick Bites,2.8,40,300.0,no,no,"South Indian, Mughlai",Bellandur,Sarjapur Road,Average Rated
6127,6127,Tastybites.Com,Quick Bites,3.7,82,150.0,yes,no,"Fast Food, Sandwich, South Indian",Brookefield,Brookefield,Average Rated
6128,6128,Tata Cha,"Beverage Shop, Cafe",3.2,9,500.0,yes,no,"Cafe, Tea, North Indian",Malleshwaram,Malleshwaram,Average Rated
6129,6129,Tattva Cafe,Cafe,2.8,227,450.0,no,no,Cafe,Koramangala 4Th Block,Koramangala 6Th Block,Average Rated
6130,6130,Tawa,Quick Bites,3.4,25,200.0,yes,no,North Indian,"Byresandra,Tavarekere,Madiwala",Koramangala 1St Block,Average Rated
6131,6131,Tawa Fresh,Quick Bites,3.4,12,300.0,yes,no,"Seafood, Biryani, South Indian, North Indian, Rolls",Kalyan Nagar,Hennur,Average Rated
6132,6132,Tawa Ghar Ka,Quick Bites,3.8,331,350.0,yes,no,North Indian,"Byresandra,Tavarekere,Madiwala",Hsr,Average Rated
6133,6133,Tawa Sagara,Casual Dining,3.8,122,,no,no,"Mangalorean, Seafood",Jayanagar,Jayanagar,Average Rated
6134,6134,Tawa Tandoor,Casual Dining,3.9,116,700.0,yes,yes,"North Indian, Chinese",New Bel Road,New Bel Road,Average Rated
6135,6135,Tayabbs,Quick Bites,3.0,9,500.0,yes,no,"Rolls, North Indian, Fast Food",Church Street,Frazer Town,Average Rated
6136,6136,Tayo Restaurant,Casual Dining,3.9,44,600.0,no,no,"North Indian, Chinese, Mughlai",Electronic City,Electronic City,Average Rated
6137,6137,Taza Khaana,Delivery,3.0,175,450.0,yes,no,"Chinese, North Indian","Byresandra,Tavarekere,Madiwala",Hsr,Average Rated
6138,6138,Taza Tawa,Casual Dining,3.2,41,550.0,no,no,"North Indian, Chinese, Kebab, Beverages",Sarjapur Road,Sarjapur Road,Average Rated
6139,6139,Tbc - The Breakfast Company,Quick Bites,3.8,26,150.0,yes,no,"Bihari, North Indian, South Indian",Brookefield,Marathahalli,Average Rated
6140,6140,Tbc Sky Lounge,"Casual Dining, Bar",4.7,6745,1000.0,no,yes,"Continental, Asian, Italian, North Indian",Hsr,Hsr,Highly Rated
6141,6141,Tbc- Sky Lounge,"Casual Dining, Bar",4.4,619,1000.0,no,yes,"Continental, Asian, Italian, North Indian",Marathahalli,Marathahalli,Highly Rated
6142,6142,Tea Addict,Cafe,4.0,77,300.0,yes,no,"Cafe, Beverages",Hsr,Hsr,Highly Rated
6143,6143,Tea And Wine Lounge,Cafe,3.5,10,800.0,no,no,"Cafe, Tea, Desserts",Brigade Road,Race Course Road,Average Rated
6144,6144,Tea Break Lounge,Quick Bites,3.3,5,400.0,yes,no,"Beverages, Fast Food",Brigade Road,Brigade Road,Average Rated
6145,6145,Tea Brew,"Cafe, Casual Dining",4.1,1141,500.0,yes,no,"Cafe, Continental, Momos, Italian, North Indian",Indiranagar,Indiranagar,Highly Rated
6146,6146,Tea Journey,Cafe,3.8,71,,no,no,Cafe,Mg Road,Indiranagar,Average Rated
6147,6147,Tea Samskruthi,Cafe,3.9,18,200.0,no,no,Cafe,Malleshwaram,Malleshwaram,Average Rated
6148,6148,Tea Totallers,Cafe,2.9,19,500.0,yes,no,"Cafe, Continental, Tea",Bellandur,Bellandur,Average Rated
6149,6149,Tea Trails,Cafe,2.8,40,600.0,yes,no,"Continental, Tea, Fast Food, Italian",Koramangala 4Th Block,Hsr,Average Rated
6150,6150,Tea Villa Cafe,"Cafe, Casual Dining",4.2,656,800.0,no,yes,"Cafe, Continental, Mediterranean, Italian, Desserts",Jayanagar,Jayanagar,Highly Rated
6151,6151,Teamdelish,Delivery,3.4,9,300.0,no,no,Healthy Food,Electronic City,Electronic City,Average Rated
6152,6152,Teapoy Mutiny,Cafe,4.1,98,500.0,yes,no,"Cafe, Continental, American, Beverages",Kalyan Nagar,Hennur,Highly Rated
6153,6153,Tease Whitefield,Lounge,3.7,64,1800.0,no,yes,Finger Food,Whitefield,Whitefield,Average Rated
6154,6154,Teashot,Cafe,2.9,24,150.0,no,no,Cafe,Brookefield,Whitefield,Average Rated
6155,6155,Teburu,Casual Dining,4.4,203,800.0,yes,no,"Asian, Chinese, Japanese, Bbq",Kalyan Nagar,Kalyan Nagar,Highly Rated
6156,6156,Techies Kitchen,Delivery,3.5,197,400.0,yes,no,"Biryani, North Indian",Whitefield,"Itpl Main Road, Whitefield",Average Rated
